,HINDEX_L1,Hour,CATEGORY
18457,5.0,18,arson
18458,2.0,16,unknown
18459,6.0,13,others
18460,5.0,11,arson
18461,3.0,2,arson
18462,4.0,11,arson
18463,6.0,17,arson
18464,5.0,19,others
18465,6.0,16,unknown
18466,3.0,12,others
18467,2.0,8,"setting fires in nature and in landfills, burning grasses"
18468,3.0,20,unknown
18469,4.0,16,arson
18470,3.0,14,"setting fires in nature and in landfills, burning grasses"
18471,4.0,13,unknown
18472,4.0,16,unknown
18473,4.0,17,"setting fires in nature and in landfills, burning grasses"
18474,6.0,16,unknown
18475,4.0,7,"setting fires in nature and in landfills, burning grasses"
18476,6.0,20,unknown
18477,6.0,17,others
18478,5.0,15,arson
18479,5.0,13,unknown
18480,2.0,19,arson
18481,4.0,9,arson
18482,6.0,15,arson
18483,5.0,19,arson
18484,3.0,18,arson
18485,3.0,16,unknown
18486,4.0,16,"setting fires in nature and in landfills, burning grasses"
18487,4.0,0,unknown
18488,4.0,17,unknown
18489,3.0,15,arson
18490,4.0,10,unknown
18491,5.0,12,unknown
18492,3.0,22,unknown
18493,3.0,21,arson
18494,4.0,18,cigarette butt
18495,5.0,17,"setting fires in nature and in landfills, burning grasses"
18496,4.0,13,cigarette butt
18497,4.0,12,cigarette butt
18498,3.0,13,arson
18499,2.0,8,arson
18500,6.0,15,unknown
18501,4.0,13,unknown
18502,6.0,15,unknown
18503,4.0,20,"setting fires in nature and in landfills, burning grasses"
18504,5.0,16,unknown
18505,3.0,16,unknown
18506,5.0,17,match or lighter
18507,5.0,13,match or lighter
18508,6.0,16,unknown
18509,5.0,16,unknown
18510,3.0,18,unknown
18511,6.0,15,unknown
18512,6.0,15,unknown
18513,4.0,11,unknown
18514,4.0,13,unknown
18515,6.0,17,match or lighter
18516,4.0,16,others
18517,6.0,16,match or lighter
18518,6.0,13,match or lighter
18519,4.0,19,unknown
18520,6.0,15,match or lighter
18521,5.0,21,match or lighter
18522,5.0,17,others
18523,6.0,14,match or lighter
18524,3.0,18,unknown
18525,6.0,15,match or lighter
18526,6.0,16,match or lighter
18527,4.0,14,unknown
18528,6.0,21,match or lighter
18529,4.0,18,unknown
18530,6.0,13,match or lighter
18531,6.0,12,unknown
18532,2.0,21,unknown
18533,2.0,19,unknown
18534,2.0,17,unknown
18535,3.0,21,"setting fires in nature and in landfills, burning grasses"
18536,3.0,15,unknown
18537,4.0,14,unknown
18538,4.0,14,unknown
18539,5.0,17,others
18540,4.0,16,unknown
18541,3.0,14,unknown
18542,4.0,15,unknown
18543,3.0,20,unknown
18544,5.0,17,unknown
18545,3.0,22,unknown
18546,5.0,16,unknown
18547,5.0,16,unknown
18548,6.0,13,unknown
18549,5.0,12,cigarette butt
18550,6.0,17,cigarette butt
18551,4.0,7,unknown
18552,2.0,15,unknown
18553,6.0,14,cigarette butt
18554,6.0,16,unknown
18555,6.0,17,unknown
18556,2.0,9,cigarette butt
18557,5.0,21,unknown
18558,5.0,18,unknown
18559,4.0,5,arson
18560,6.0,21,unknown
18561,3.0,11,unknown
18562,5.0,16,unknown
18563,2.0,11,unknown
18564,4.0,23,unknown
18565,3.0,19,unknown
18566,5.0,13,unknown
18567,5.0,13,unknown
18568,4.0,22,unknown
18569,6.0,21,match or lighter
18570,5.0,16,cigarette butt
18571,4.0,16,cigarette butt
18572,5.0,16,others
18573,4.0,19,match or lighter
18574,5.0,18,cigarette butt
18575,5.0,18,match or lighter
18576,3.0,3,cigarette butt
18577,5.0,13,match or lighter
18578,6.0,12,match or lighter
18579,6.0,13,match or lighter
18580,5.0,16,match or lighter
18581,6.0,14,match or lighter
18582,5.0,16,"setting fires in nature and in landfills, burning grasses"
18583,3.0,17,"setting fires in nature and in landfills, burning grasses"
18584,5.0,6,"setting fires in nature and in landfills, burning grasses"
18585,3.0,6,cigarette butt
18586,6.0,17,cigarette butt
18587,4.0,14,cigarette butt
18588,3.0,17,unknown
18589,3.0,21,"setting fires in nature and in landfills, burning grasses"
18590,4.0,13,others
18591,3.0,11,"setting fires in nature and in landfills, burning grasses"
18592,4.0,18,"setting fires in nature and in landfills, burning grasses"
18593,6.0,14,cigarette butt
18594,6.0,16,cigarette butt
18595,6.0,16,cigarette butt
18596,6.0,16,"setting fires in nature and in landfills, burning grasses"
18597,5.0,19,cigarette butt
18598,3.0,16,cigarette butt
18599,5.0,15,"setting fires in nature and in landfills, burning grasses"
18600,4.0,19,"setting fires in nature and in landfills, burning grasses"
18601,6.0,13,"setting fires in nature and in landfills, burning grasses"
18602,5.0,20,"setting fires in nature and in landfills, burning grasses"
18603,5.0,17,"setting fires in nature and in landfills, burning grasses"
18604,5.0,13,"setting fires in nature and in landfills, burning grasses"
18605,3.0,5,unknown
18606,3.0,7,"setting fires in nature and in landfills, burning grasses"
18607,5.0,19,"setting fires in nature and in landfills, burning grasses"
18608,4.0,23,others
18609,4.0,22,cigarette butt
18610,5.0,21,"setting fires in nature and in landfills, burning grasses"
18611,6.0,16,"setting fires in nature and in landfills, burning grasses"
18612,5.0,16,"setting fires in nature and in landfills, burning grasses"
18613,6.0,18,"setting fires in nature and in landfills, burning grasses"
18614,6.0,17,"setting fires in nature and in landfills, burning grasses"
18615,6.0,15,unknown
18616,6.0,15,unknown
18617,6.0,13,"setting fires in nature and in landfills, burning grasses"
18618,6.0,17,cigarette butt
18619,3.0,15,"setting fires in nature and in landfills, burning grasses"
18620,5.0,18,cigarette butt
18621,5.0,17,cigarette butt
18622,6.0,15,"setting fires in nature and in landfills, burning grasses"
18623,3.0,11,cigarette butt
18624,4.0,16,cigarette butt
18625,3.0,19,"setting fires in nature and in landfills, burning grasses"
18626,5.0,19,"setting fires in nature and in landfills, burning grasses"
18627,4.0,6,"setting fires in nature and in landfills, burning grasses"
18628,3.0,9,unknown
18629,6.0,16,unknown
18630,6.0,16,"setting fires in nature and in landfills, burning grasses"
18631,6.0,17,unknown
18632,5.0,12,others
18633,3.0,19,cigarette butt
18634,3.0,8,cigarette butt
18635,6.0,17,cigarette butt
18636,6.0,19,match or lighter
18637,3.0,3,match or lighter
18638,6.0,19,cigarette butt
18639,4.0,14,match or lighter
18640,6.0,16,match or lighter
18641,4.0,14,match or lighter
18642,5.0,14,match or lighter
18643,6.0,14,cigarette butt
18644,4.0,11,match or lighter
18645,5.0,18,match or lighter
18646,4.0,15,match or lighter
18647,6.0,16,others
18648,5.0,19,cigarette butt
18649,6.0,16,others
18650,4.0,13,cigarette butt
18651,2.0,10,cigarette butt
18652,6.0,23,cigarette butt
18653,6.0,17,cigarette butt
18654,4.0,19,cigarette butt
18655,6.0,16,match or lighter
18656,4.0,14,match or lighter
18657,6.0,17,match or lighter
18658,6.0,15,cigarette butt
18659,6.0,13,match or lighter
18660,5.0,22,cigarette butt
18661,6.0,16,cigarette butt
18662,6.0,16,cigarette butt
18663,5.0,14,cigarette butt
18664,6.0,14,cigarette butt
18665,4.0,12,unknown
18666,6.0,21,unknown
18667,3.0,9,unknown
18668,6.0,13,cigarette butt
18669,5.0,13,cigarette butt
18670,4.0,22,cigarette butt
18671,6.0,12,cigarette butt
18672,4.0,0,"setting fires in nature and in landfills, burning grasses"
18673,5.0,19,cigarette butt
18674,2.0,10,cigarette butt
18675,6.0,13,"setting fires in nature and in landfills, burning grasses"
18676,6.0,17,unknown
18677,3.0,9,unknown
18678,6.0,12,"setting fires in nature and in landfills, burning grasses"
18679,5.0,15,match or lighter
18680,5.0,15,match or lighter
18681,6.0,17,match or lighter
18682,6.0,14,cigarette butt
18683,6.0,15,others
18684,3.0,20,match or lighter
18685,6.0,22,unknown
18686,4.0,19,cigarette butt
18687,6.0,16,match or lighter
18688,6.0,16,match or lighter
18689,5.0,23,cigarette butt
18690,3.0,19,cigarette butt
18691,3.0,20,cigarette butt
18692,4.0,14,unknown
18693,5.0,17,unknown
18694,3.0,20,"setting fires in nature and in landfills, burning grasses"
18695,6.0,16,unknown
18696,6.0,13,unknown
18697,6.0,17,unknown
18698,6.0,15,unknown
18699,6.0,20,unknown
18700,6.0,16,"setting fires in nature and in landfills, burning grasses"
18701,6.0,14,others
18702,5.0,20,"setting fires in nature and in landfills, burning grasses"
18703,4.0,16,"setting fires in nature and in landfills, burning grasses"
18704,6.0,13,unknown
18705,4.0,1,unknown
18706,6.0,14,unknown
18707,5.0,20,"setting fires in nature and in landfills, burning grasses"
18708,6.0,17,unknown
18709,2.0,9,unknown
18710,2.0,9,unknown
18711,5.0,16,unknown
18712,5.0,12,unknown
18713,3.0,18,unknown
18714,6.0,12,unknown
18715,6.0,12,unknown
18716,3.0,7,unknown
18717,4.0,9,unknown
18718,5.0,19,unknown
18719,6.0,14,unknown
18720,6.0,19,unknown
18721,6.0,12,"setting fires in nature and in landfills, burning grasses"
18722,5.0,18,"setting fires in nature and in landfills, burning grasses"
18723,5.0,17,unknown
18724,5.0,12,unknown
18725,5.0,14,unknown
18726,5.0,16,match or lighter
18727,4.0,9,unknown
18728,6.0,17,match or lighter
18729,6.0,14,unknown
18730,3.0,9,unknown
18731,5.0,15,unknown
18732,3.0,9,unknown
18733,2.0,11,match or lighter
18734,3.0,23,unknown
18735,5.0,23,unknown
18736,3.0,10,unknown
18737,3.0,3,unknown
18738,5.0,17,unknown
18739,6.0,15,unknown
18740,3.0,6,unknown
18741,4.0,13,unknown
18742,6.0,16,unknown
18743,6.0,17,unknown
18744,5.0,16,unknown
18745,5.0,15,unknown
18746,3.0,10,unknown
18747,6.0,22,unknown
18748,4.0,11,"setting fires in nature and in landfills, burning grasses"
18749,3.0,12,unknown
18750,6.0,21,unknown
18751,6.0,13,"setting fires in nature and in landfills, burning grasses"
18752,6.0,16,unknown
18753,6.0,14,unknown
18754,6.0,18,unknown
18755,4.0,21,"setting fires in nature and in landfills, burning grasses"
18756,3.0,16,unknown
18757,6.0,16,unknown
18758,5.0,15,unknown
18759,5.0,21,unknown
18760,6.0,14,match or lighter
18761,6.0,13,unknown
18762,4.0,5,unknown
18763,5.0,14,unknown
18764,5.0,17,unknown
18765,3.0,15,match or lighter
18766,5.0,14,others
18767,6.0,20,match or lighter
18768,3.0,18,match or lighter
18769,6.0,15,unknown
18770,4.0,10,match or lighter
18771,3.0,18,unknown
18772,6.0,16,unknown
18773,3.0,7,unknown
18774,6.0,17,unknown
18775,6.0,15,unknown
18776,4.0,6,"setting fires in nature and in landfills, burning grasses"
18777,6.0,13,unknown
18778,3.0,3,"setting fires in nature and in landfills, burning grasses"
18779,5.0,12,unknown
18780,2.0,18,"setting fires in nature and in landfills, burning grasses"
18781,2.0,20,unknown
18782,6.0,13,unknown
18783,4.0,14,unknown
18784,5.0,12,"setting fires in nature and in landfills, burning grasses"
18785,4.0,14,unknown
18786,6.0,16,others
18787,5.0,10,unknown
18788,4.0,12,unknown
18789,6.0,12,others
18790,6.0,16,others
18791,6.0,18,others
18792,3.0,6,others
18793,6.0,15,match or lighter
18794,6.0,13,match or lighter
18795,6.0,14,unknown
18796,4.0,9,unknown
18797,5.0,15,"setting fires in nature and in landfills, burning grasses"
18798,5.0,14,"setting fires in nature and in landfills, burning grasses"
18799,6.0,15,unknown
18800,6.0,12,unknown
18801,4.0,14,"setting fires in nature and in landfills, burning grasses"
18802,6.0,13,unknown
18803,6.0,13,"setting fires in nature and in landfills, burning grasses"
18804,6.0,17,unknown
18805,6.0,18,unknown
18806,3.0,17,"setting fires in nature and in landfills, burning grasses"
18807,5.0,18,unknown
18808,3.0,6,unknown
18809,3.0,18,unknown
18810,6.0,14,unknown
18811,5.0,21,unknown
18812,6.0,22,unknown
18813,4.0,2,unknown
18814,5.0,14,unknown
18815,6.0,16,unknown
18816,5.0,2,unknown
18817,6.0,15,unknown
18818,3.0,11,unknown
18819,4.0,18,unknown
18820,6.0,16,unknown
18821,5.0,23,unknown
18822,6.0,17,unknown
18823,6.0,15,unknown
18824,5.0,16,unknown
18825,4.0,3,unknown
18826,5.0,10,match or lighter
18827,6.0,13,others
18828,5.0,14,unknown
18829,6.0,15,cigarette butt
18830,5.0,14,match or lighter
18831,3.0,11,others
18832,6.0,20,unknown
18833,5.0,21,unknown
18834,6.0,16,unknown
18835,5.0,14,others
18836,6.0,12,others
18837,6.0,14,unknown
18838,6.0,15,others
18839,5.0,9,unknown
18840,6.0,17,others
18841,6.0,14,others
18842,6.0,13,unknown
18843,4.0,15,match or lighter
18844,6.0,17,unknown
18845,2.0,10,unknown
18846,4.0,14,unknown
18847,6.0,13,"setting fires in nature and in landfills, burning grasses"
18848,5.0,14,"setting fires in nature and in landfills, burning grasses"
18849,6.0,17,unknown
18850,3.0,10,"setting fires in nature and in landfills, burning grasses"
18851,5.0,12,unknown
18852,6.0,13,match or lighter
18853,5.0,13,unknown
18854,3.0,11,unknown
18855,5.0,15,unknown
18856,6.0,13,unknown
18857,6.0,15,others
18858,6.0,14,cigarette butt
18859,5.0,20,match or lighter
18860,5.0,17,match or lighter
18861,4.0,6,others
18862,6.0,15,unknown
18863,6.0,13,"setting fires in nature and in landfills, burning grasses"
18864,3.0,10,"setting fires in nature and in landfills, burning grasses"
18865,6.0,15,"setting fires in nature and in landfills, burning grasses"
18866,5.0,12,cigarette butt
18867,5.0,14,"setting fires in nature and in landfills, burning grasses"
18868,5.0,17,"setting fires in nature and in landfills, burning grasses"
18869,6.0,18,"setting fires in nature and in landfills, burning grasses"
18870,3.0,18,cigarette butt
18871,6.0,14,unknown
18872,4.0,17,match or lighter
18873,4.0,14,match or lighter
18874,4.0,14,match or lighter
18875,6.0,12,cigarette butt
18876,5.0,22,match or lighter
18877,5.0,17,"setting fires in nature and in landfills, burning grasses"
18878,2.0,13,"setting fires in nature and in landfills, burning grasses"
18879,4.0,11,cigarette butt
18880,5.0,14,arson
18881,4.0,15,unknown
18882,5.0,14,others
18883,5.0,18,"setting fires in nature and in landfills, burning grasses"
18884,2.0,10,"setting fires in nature and in landfills, burning grasses"
18885,6.0,16,cigarette butt
18886,4.0,17,cigarette butt
18887,6.0,14,match or lighter
18888,4.0,11,match or lighter
18889,5.0,10,cigarette butt
18890,6.0,13,cigarette butt
18891,6.0,15,"setting fires in nature and in landfills, burning grasses"
18892,6.0,17,cigarette butt
18893,6.0,12,cigarette butt
18894,3.0,22,"setting fires in nature and in landfills, burning grasses"
18895,4.0,20,"setting fires in nature and in landfills, burning grasses"
18896,6.0,14,cigarette butt
18897,4.0,16,others
18898,4.0,6,match or lighter
18899,6.0,13,match or lighter
18900,4.0,13,match or lighter
18901,3.0,7,others
18902,5.0,17,cigarette butt
18903,5.0,17,others
18904,5.0,12,match or lighter
18905,2.0,11,unknown
18906,6.0,17,others
18907,3.0,10,"setting fires in nature and in landfills, burning grasses"
18908,5.0,16,"setting fires in nature and in landfills, burning grasses"
18909,4.0,19,cigarette butt
18910,2.0,16,cigarette butt
18911,5.0,15,unknown
18912,3.0,22,arson
18913,2.0,9,cigarette butt
18914,6.0,15,cigarette butt
18915,2.0,16,unknown
18916,6.0,12,cigarette butt
18917,3.0,14,arson
18918,4.0,19,cigarette butt
18919,4.0,11,match or lighter
18920,4.0,11,match or lighter
18921,5.0,19,cigarette butt
18922,4.0,19,cigarette butt
18923,5.0,17,cigarette butt
18924,5.0,13,cigarette butt
18925,5.0,14,cigarette butt
18926,5.0,14,cigarette butt
18927,5.0,12,cigarette butt
18928,5.0,12,match or lighter
18929,5.0,17,cigarette butt
18930,6.0,15,cigarette butt
18931,6.0,16,cigarette butt
18932,5.0,13,unknown
18933,4.0,17,unknown
18934,5.0,1,"setting fires in nature and in landfills, burning grasses"
18935,5.0,23,unknown
18936,5.0,14,unknown
18937,3.0,7,unknown
18938,5.0,20,unknown
18939,4.0,15,unknown
18940,5.0,17,unknown
18941,5.0,20,unknown
18942,5.0,19,unknown
18943,4.0,10,others
18944,4.0,15,unknown
18945,6.0,19,unknown
18946,6.0,13,others
18947,4.0,17,unknown
18948,5.0,13,unknown
18949,3.0,18,"setting fires in nature and in landfills, burning grasses"
18950,5.0,17,others
18951,3.0,13,others
18952,3.0,20,unknown
18953,3.0,19,unknown
18954,5.0,15,"setting fires in nature and in landfills, burning grasses"
18955,3.0,11,"setting fires in nature and in landfills, burning grasses"
18956,6.0,14,unknown
18957,3.0,6,"setting fires in nature and in landfills, burning grasses"
18958,4.0,10,unknown
18959,6.0,14,unknown
18960,5.0,16,unknown
18961,3.0,7,unknown
18962,6.0,12,others
18963,5.0,17,others
18964,6.0,13,unknown
18965,5.0,12,match or lighter
18966,5.0,16,unknown
18967,6.0,16,unknown
18968,3.0,10,others
18969,4.0,1,unknown
18970,4.0,11,others
18971,5.0,12,others
18972,4.0,15,unknown
18973,5.0,16,unknown
18974,6.0,16,unknown
18975,4.0,19,unknown
18976,4.0,6,unknown
18977,6.0,16,unknown
18978,4.0,12,unknown
18979,5.0,17,"setting fires in nature and in landfills, burning grasses"
18980,3.0,2,cigarette butt
18981,3.0,8,unknown
18982,4.0,18,cigarette butt
18983,6.0,13,unknown
18984,5.0,7,unknown
18985,6.0,12,match or lighter
18986,5.0,15,match or lighter
18987,5.0,5,cigarette butt
18988,5.0,11,cigarette butt
18989,6.0,13,cigarette butt
18990,6.0,17,cigarette butt
18991,5.0,11,cigarette butt
18992,4.0,14,others
18993,5.0,17,"setting fires in nature and in landfills, burning grasses"
18994,6.0,14,cigarette butt
18995,4.0,15,"setting fires in nature and in landfills, burning grasses"
18996,5.0,17,unknown
18997,6.0,12,cigarette butt
18998,5.0,20,match or lighter
18999,5.0,15,match or lighter
19000,4.0,10,match or lighter
19001,4.0,15,match or lighter
19002,4.0,12,match or lighter
19003,6.0,16,match or lighter
19004,5.0,21,match or lighter
19005,6.0,12,cigarette butt
19006,3.0,10,others
19007,5.0,18,cigarette butt
19008,6.0,20,cigarette butt
19009,5.0,6,match or lighter
19010,3.0,22,others
19011,4.0,10,match or lighter
19012,5.0,16,cigarette butt
19013,6.0,16,cigarette butt
19014,5.0,16,match or lighter
19015,6.0,15,match or lighter
19016,5.0,17,cigarette butt
19017,3.0,23,unknown
19018,5.0,20,"setting fires in nature and in landfills, burning grasses"
19019,6.0,1,cigarette butt
19020,4.0,17,"setting fires in nature and in landfills, burning grasses"
19021,5.0,23,"setting fires in nature and in landfills, burning grasses"
19022,5.0,13,"setting fires in nature and in landfills, burning grasses"
19023,6.0,17,cigarette butt
19024,5.0,13,match or lighter
19025,4.0,20,cigarette butt
19026,5.0,16,cigarette butt
19027,4.0,8,cigarette butt
19028,6.0,12,cigarette butt
19029,4.0,20,cigarette butt
19030,6.0,17,cigarette butt
19031,2.0,2,cigarette butt
19032,5.0,22,cigarette butt
19033,4.0,17,cigarette butt
19034,5.0,20,"setting fires in nature and in landfills, burning grasses"
19035,2.0,15,cigarette butt
19036,4.0,10,unknown
19037,6.0,15,unknown
19038,5.0,11,others
19039,3.0,11,others
19040,5.0,13,"setting fires in nature and in landfills, burning grasses"
19041,3.0,16,unknown
19042,4.0,11,match or lighter
19043,5.0,13,unknown
19044,5.0,14,unknown
19045,5.0,16,unknown
19046,3.0,10,unknown
19047,6.0,16,unknown
19048,4.0,16,match or lighter
19049,6.0,16,others
19050,6.0,14,unknown
19051,6.0,14,unknown
19052,6.0,21,unknown
19053,5.0,20,"setting fires in nature and in landfills, burning grasses"
19054,6.0,1,"setting fires in nature and in landfills, burning grasses"
